NEWJOB,1535698597022
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,0
109,1
110,2
111,0
112,0
113,0
114,2
115,1
116,3
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,1
126,1
127,2
128,1
129,1
130,0
131,519
132,256
133,0
134,9
135,0
136,1
137,2
138,1
139,1
140,1
141,1
142,2
143,1
144,1
145,1
146,284
147,1
148,1
149,1
150,2
151,9
152,1
153,2
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,2
163,1
164,1
165,1
166,1
167,2
168,1
169,0
170,1
171,1
172,1
173,1
174,0
175,0
176,0
177,2
178,1
179,1
180,1
181,2
182,2
183,1
184,1
185,0
186,0
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,0
199,0
200,2
201,1
202,0
203,1
204,0
205,3
206,1
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,1
222,1
223,1
224,0
225,2
226,1
227,215
228,1
229,1
230,2
231,0
232,1
233,1
234,0
235,0
236,0
237,0
238,1
239,1
240,1
241,0
242,1
243,0
244,0
245,0
246,1
247,2
248,1
249,1
250,1
251,1
252,0
253,1
254,1
256,1
255,288
257,1
258,1
259,2
260,0
261,0
262,0
263,0
264,1
265,1
266,1
267,1
268,2
269,0
270,0
271,1
272,0
273,2
274,1
275,1
276,1
277,1
278,1
279,2
280,1
281,1
282,0
283,1
284,0
285,2
286,1
287,0
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,0
299,1
300,0
301,1
302,1
303,0
304,1
305,2
306,1
307,1
308,1
309,0
310,1
311,1
312,1
313,0
314,1
315,1
316,0
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,0
325,1
326,1
327,1
328,1
329,1
330,2
331,1
332,1
333,2
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,2
342,1
343,1
344,1
345,1
346,1
347,2
348,2
349,1
350,2
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,0
365,1
366,5
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,3
375,0
376,1
377,0
378,0
379,1
380,1
381,0
382,0
383,1
384,0
385,1
386,1
387,0
388,2
389,0
390,1
391,0
392,1
393,1
394,1
395,1
396,1
397,0
398,1
399,3
400,1
401,1
402,2
403,1
404,2
405,1
406,1
407,0
408,1
409,1
410,2
411,0
412,1
413,2
414,2
415,0
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,1
434,0
435,1
436,1
437,1
438,1
439,1
440,1
441,0
442,1
443,1
444,1
445,1
446,1
447,0
448,0
449,1
450,1
451,2
452,1
453,1
454,1
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,1
463,0
464,0
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,1
474,1
475,1
476,2
477,2
478,1
479,0
480,1
481,1
482,1
483,1
484,2
485,1
486,1
487,0
488,1
489,1
490,2
491,2
492,1
493,1
494,1
495,1
496,1
497,2
498,1
499,1
500,1
501,1
502,0
503,2
504,1
505,0
506,0
507,0
508,1
509,1
510,2
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,0
525,1
526,1
527,1
528,1
529,1
530,2
531,1
532,1
533,1
534,1
535,1
536,1
537,0
538,1
539,1
540,1
541,1
542,1
543,1
544,0
545,1
546,2
547,0
548,1
549,0
550,0
551,1
552,0
553,1
554,1
555,1
556,0
557,1
558,1
559,1
560,1
561,0
562,1
563,0
564,0
565,1
566,0
567,1
568,0
569,0
570,0
571,0
572,1
573,0
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,1
583,0
584,1
585,1
586,0
587,2
588,1
589,2
590,1
591,0
592,0
593,1
594,1
595,1
596,2
597,1
598,1
599,0
600,1
601,1
602,2
603,2
604,1
605,2
606,0
607,0
608,0
609,1
610,0
611,0
612,0
613,1
614,1
615,0
616,1
617,0
618,1
619,1
620,1
621,0
622,1
623,0
624,1
625,0
626,0
627,0
628,1
629,1
630,1
631,1
632,0
633,1
634,1
635,1
636,0
637,0
638,1
639,1
640,1
641,0
642,1
643,1
644,0
645,0
646,1
647,0
648,1
649,1
650,1
651,2
652,2
653,1
654,1
