NEWJOB,1535698103571
NEWJOB,1535698103621
100,1
AVG_LATENCY,1
NEWJOB,1535698103837
100,55
101,40
101,18
102,56
102,42
103,12
103,126
104,68
104,96
105,74
105,24
106,5
107,2
106,194
107,208
108,1
107,163
108,201
109,1
108,215
109,192
110,1
109,234
110,194
111,1
112,1
110,225
111,199
112,268
113,38
111,251
112,176
114,1
113,149
114,197
115,1
114,157
115,173
116,1
115,182
116,219
117,1
116,153
117,191
118,2
117,101
118,141
119,1
118,140
119,147
120,1
119,146
120,183
121,2
120,212
121,234
122,1
121,190
122,266
123,1
122,202
123,248
124,47
123,134
125,49
124,100
126,74
125,117
127,102
128,73
126,129
129,102
127,136
128,141
130,111
129,168
131,135
130,89
132,129
131,8
133,124
132,26
134,120
133,15
135,54
136,0
134,231
135,22
137,58
136,36
138,103
137,106
139,149
138,55
140,168
139,33
141,190
140,7
142,113
143,123
144,181
141,218
145,248
142,275
143,53
144,87
146,206
145,65
147,162
146,44
148,195
147,85
149,178
148,81
150,149
149,94
151,127
150,14
152,93
151,68
153,126
152,134
154,146
153,110
155,181
154,96
156,121
155,40
157,86
156,95
158,131
157,62
159,140
160,96
158,83
161,62
159,94
160,138
162,100
161,96
163,27
162,91
164,0
163,67
164,209
165,2
164,22
165,163
166,1
166,134
167,2
165,217
167,111
168,1
166,247
167,39
168,160
169,0
168,3
169,89
170,1
170,116
171,5
169,244
170,10
171,105
172,1
172,105
173,1
171,203
173,107
174,1
172,240
174,130
175,1
176,1
173,264
174,50
175,126
176,204
177,1
175,140
176,162
177,158
178,1
177,104
178,105
179,1
178,115
179,178
180,1
179,125
180,125
181,0
180,136
181,187
182,1
181,119
182,123
183,0
182,161
183,129
184,0
183,151
184,94
185,0
184,208
185,118
186,1
185,206
186,138
187,0
186,240
187,114
188,0
187,207
188,71
189,1
188,225
189,96
190,0
189,265
190,155
191,0
192,1
190,190
191,146
192,119
193,1
191,173
192,202
193,217
194,2
193,218
194,282
195,9
194,189
196,6
195,266
196,23
197,79
197,68
198,81
198,80
199,51
199,101
200,1
200,209
201,3
201,135
202,1
202,67
203,2
202,190
203,56
204,1
203,216
204,76
205,1
204,161
206,2
205,267
206,54
207,1
208,1
206,260
207,24
208,25
209,1
208,259
209,71
210,1
209,264
210,92
211,1
211,110
212,1
211,249
212,115
213,1
212,235
213,130
214,1
213,234
214,183
215,1
214,188
215,202
216,1
215,243
216,281
217,49
216,199
218,30
217,164
219,1
218,134
219,197
220,1
219,177
220,221
221,1
220,217
221,217
222,14
221,206
223,2
224,43
222,240
223,272
225,108
223,246
224,272
225,61
226,133
226,36
227,110
227,11
228,73
228,89
229,129
229,119
230,145
230,192
231,125
231,199
232,64
232,193
233,22
233,157
234,1
234,260
235,1
235,218
236,0
236,219
237,1
237,192
238,1
238,171
239,0
240,2
239,253
240,134
241,2
241,255
242,41
242,239
243,34
243,274
244,62
245,31
246,67
246,276
247,131
248,135
249,201
250,221
251,280
252,360
253,391
254,417
255,457
256,387
257,389
258,384
259,378
260,411
261,366
262,359
263,313
263,281
264,328
265,293
266,306
267,272
268,200
269,246
270,208
271,199
272,164
273,146
274,132
275,118
275,187
276,107
276,180
277,71
277,157
278,92
278,130
279,26
279,80
280,1
280,239
281,1
281,240
282,18
282,99
283,1
283,218
284,6
285,0
284,215
285,198
286,0
285,191
286,209
287,1
288,1
286,182
287,182
288,126
289,2
287,160
288,142
289,44
290,1
289,154
290,60
291,1
290,137
291,20
292,1
291,159
292,31
293,2
292,182
293,82
294,1
293,227
294,124
295,1
295,167
296,1
295,252
296,203
297,2
296,282
297,203
298,1
298,199
299,0
299,191
300,2
300,214
301,2
301,236
302,1
302,258
303,2
304,1
303,183
304,149
305,1
305,138
306,1
306,224
307,2
307,11
308,1
308,225
309,1
309,198
310,1
310,155
311,2
311,237
312,1
312,235
313,29
